ordernumber,sales_channel,deliverydate,currencycode,order_quantity,discount_applied,unit_price,unit_cost,product_name,customer_names,discount_amount,net_price,profit
SO - 0003049,Online,2019-06-12,USD,4,0.1,737.0,501.16,Floral,Bare ,73.7,2653.2,648.5599999999997
SO - 0003551,In-Store,2019-08-11,USD,6,0.1,5420.3,3577.398,Floral,Bare ,542.0300000000001,29269.620000000003,7805.232000000004
SO - 0004505,In-Store,2019-11-30,USD,2,0.05,3865.9,2319.54,Floral,Bare ,193.29500000000002,7345.21,2706.13
SO - 0007847,Wholesale,2020-12-17,USD,6,0.05,1058.6,582.2300000000001,Floral,Bare ,52.93,6034.0199999999995,2540.6399999999985
SO - 0004172,In-Store,2019-10-12,USD,4,0.1,1125.6,675.36,Blankets,Bare ,112.56,4052.16,1350.7199999999998
SO - 0005326,Online,2020-02-27,USD,7,0.15,917.9,771.036,Blankets,Bare ,137.685,5461.504999999999,64.2529999999997
SO - 0006385,Online,2020-07-12,USD,3,0.05,3879.3,2715.51,Blankets,Bare ,193.96500000000003,11056.005000000001,2909.4750000000004
SO - 0002982,In-Store,2019-05-22,USD,7,0.3,1085.4,575.2620000000001,Phones,Bare ,325.62,5318.460000000001,1291.6260000000007
SO - 0003288,Online,2019-06-30,USD,7,0.2,1045.2,731.64,Phones,Bare ,209.04000000000002,5853.120000000001,731.6400000000012
SO - 0005734,In-Store,2020-05-02,USD,3,0.075,917.9,468.129,Phones,Bare ,68.8425,2547.1725,1142.7855
SO - 0007190,Distributor,2020-10-10,USD,3,0.2,1045.2,721.188,Phones,Bare ,209.04000000000002,2508.4800000000005,344.9160000000006
SO - 0001305,In-Store,2018-11-09,USD,1,0.1,1098.8,868.052,Pendants,Bare ,109.88,988.92,120.86799999999994
SO - 0001688,In-Store,2019-01-02,USD,2,0.1,1098.8,846.076,Pendants,Bare ,109.88,1977.84,285.6879999999999
SO - 0002358,Distributor,2019-03-09,USD,1,0.075,2479.0,1512.19,Pendants,Bare ,185.92499999999998,2293.075,780.8849999999998
SO - 0003797,Online,2019-08-30,USD,8,0.075,4006.6,2844.686,Pendants,Bare ,300.495,29648.84,6891.351999999999
SO - 0006256,Distributor,2020-06-25,USD,8,0.075,3973.1,2622.246,Pendants,Bare ,297.98249999999996,29400.94,8422.971999999998
SO - 0007430,Online,2020-11-05,USD,3,0.075,944.7,651.843,Pendants,Bare ,70.8525,2621.5425000000005,666.0135000000005
SO - 0006613,In-Store,2020-07-23,USD,2,0.05,1025.1,645.8130000000001,Basketball,Bare ,51.254999999999995,1947.6899999999998,656.0639999999996
SO - 0001555,Online,2018-12-23,USD,3,0.05,871.0,722.93,Wall Coverings,Bare ,43.550000000000004,2482.3500000000004,313.5600000000004
SO - 0002038,Online,2019-01-28,USD,3,0.15,891.1,481.194,Wall Coverings,Bare ,133.665,2272.3050000000003,828.7230000000002
SO - 000357,Online,2018-07-29,USD,8,0.075,891.1,739.6129999999999,Baseball,Bare ,66.8325,6594.14,677.2360000000008
SO - 0007323,Distributor,2020-10-13,USD,6,0.075,1762.1,1497.785,Baseball,Bare ,132.1575,9779.654999999999,792.9449999999979
SO - 000826,Online,2018-09-15,USD,1,0.05,1025.1,768.825,Collectibles,Bare ,51.254999999999995,973.8449999999999,205.01999999999987
SO - 0001054,Wholesale,2018-10-09,USD,3,0.05,3946.3,3314.892,Collectibles,Bare ,197.31500000000003,11246.955,1302.2790000000005
SO - 0001870,In-Store,2019-01-16,USD,4,0.15,5226.0,3396.9,Collectibles,Bare ,783.9,17768.4,4180.800000000001
SO - 0005344,Wholesale,2020-03-17,USD,5,0.1,3919.5,2273.31,Collectibles,Bare ,391.95000000000005,17637.75,6271.200000000001
SO - 0006564,Distributor,2020-07-18,USD,4,0.1,2626.4,1339.4640000000002,Collectibles,Bare ,262.64000000000004,9455.04,4097.184
SO - 0006670,Wholesale,2020-07-27,USD,2,0.05,5366.7,2951.685,Collectibles,Bare ,268.335,10196.73,4293.36
SO - 0004589,In-Store,2019-12-14,USD,7,0.05,1708.5,973.845,Vanities,Bare ,85.42500000000001,11361.525,4544.61
SO - 0005585,In-Store,2020-03-16,USD,2,0.075,3912.8,1565.12,Vanities,Bare ,293.46,7238.68,4108.4400000000005
SO - 0005588,Distributor,2020-04-10,USD,4,0.05,1762.1,933.913,Vanities,Bare ,88.105,6695.98,2960.3279999999995
SO - 000985,Wholesale,2018-09-25,USD,8,0.05,207.7,153.698,Bean Bags,Bare ,10.385,1578.52,348.9359999999999
SO - 0001987,Online,2019-01-29,USD,3,0.05,891.1,632.681,Bean Bags,Bare ,44.55500000000001,2539.635,641.5920000000001
SO - 0002183,In-Store,2019-02-14,USD,4,0.075,5882.6,4176.646,Bean Bags,Bare ,441.195,21765.620000000003,5059.036000000004
SO - 0003674,Online,2019-08-07,USD,4,0.1,737.0,405.35,Bean Bags,Bare ,73.7,2653.2,1031.7999999999997
SO - 0007143,Wholesale,2020-10-10,USD,8,0.15,1025.1,645.8130000000001,Bean Bags,Bare ,153.765,6970.679999999999,1804.1759999999986
SO - 0007218,Distributor,2020-10-25,USD,1,0.05,1855.9,1429.043,Bean Bags,Bare ,92.79500000000002,1763.105,334.0620000000001
SO - 0002009,Online,2019-02-03,USD,6,0.075,830.8000000000001,440.32400000000007,Dining Furniture,Llorens Ltd,62.31,4610.9400000000005,1968.996
SO - 0005524,Online,2020-03-29,USD,4,0.075,3993.2,1637.212,Dining Furniture,Llorens Ltd,299.48999999999995,14774.84,8225.992
SO - 0007555,Distributor,2020-11-21,USD,5,0.1,1708.5,1042.185,Dining Furniture,Llorens Ltd,170.85000000000002,7688.25,2477.3250000000007
SO - 0004800,In-Store,2019-12-27,USD,7,0.3,201.0,132.66,Wreaths,Llorens Ltd,60.3,984.8999999999999,56.27999999999986
SO - 0005682,In-Store,2020-04-30,USD,5,0.1,1045.2,491.244,Stemware,Llorens Ltd,104.52000000000001,4703.400000000001,2247.1800000000003
SO - 0001258,Distributor,2018-11-08,USD,3,0.075,1072.0,621.76,Accessories,Llorens Ltd,80.39999999999999,2974.8,1109.5200000000002
SO - 0002502,In-Store,2019-04-03,USD,5,0.1,6432.0,2637.12,Accessories,Llorens Ltd,643.2,28944.0,15758.400000000001
SO - 0004062,In-Store,2019-10-08,USD,7,0.4,5447.1,2614.608,Accessories,Llorens Ltd,2178.84,22877.82,4575.5639999999985
SO - 0001088,Distributor,2018-10-14,USD,1,0.05,1005.0,562.8000000000001,Candles,Llorens Ltd,50.25,954.75,391.94999999999993
SO - 0001960,Online,2019-01-10,USD,7,0.05,2639.8,2032.646,Candles,Llorens Ltd,131.99,17554.670000000002,3326.148000000003
SO - 0003516,Online,2019-08-12,USD,8,0.4,1085.4,434.1600000000001,Candles,Llorens Ltd,434.1600000000001,5209.92,1736.6399999999994
SO - 0004646,Online,2019-12-23,USD,5,0.075,3859.2,2855.808,Candles,Llorens Ltd,289.44,17848.8,3569.7599999999984
SO - 0002565,Distributor,2019-04-18,USD,1,0.075,1125.6,709.128,Cookware,Llorens Ltd,84.41999999999999,1041.1799999999998,332.0519999999998
SO - 0003539,Online,2019-08-01,USD,1,0.05,1889.4,1020.276,Cookware,Llorens Ltd,94.47000000000001,1794.93,774.6540000000001
SO - 0004063,In-Store,2019-10-04,USD,3,0.05,1145.7,928.017,Cookware,Llorens Ltd,57.285000000000004,3265.245,481.1939999999995
SO - 0006667,Online,2020-08-06,USD,1,0.1,1996.6,1078.1640000000002,Cookware,Llorens Ltd,199.66,1796.9399999999998,718.7759999999996
SO - 0007331,In-Store,2020-10-23,USD,1,0.05,1031.8,546.854,Cookware,Llorens Ltd,51.59,980.2099999999999,433.3559999999999
SO - 0007592,In-Store,2020-11-15,USD,4,0.2,3973.1,2185.205,Cookware,Llorens Ltd,794.62,12713.92,3973.1000000000004
SO - 0001773,Online,2018-12-31,USD,3,0.05,1018.4,835.088,Bathroom Furniture,Llorens Ltd,50.92,2902.44,397.17599999999993
SO - 0003689,Distributor,2019-08-13,USD,5,0.1,2438.8,1926.6520000000005,Bathroom Furniture,Llorens Ltd,243.88000000000002,10974.6,1341.3399999999983
SO - 0006175,In-Store,2020-06-05,USD,7,0.05,261.3,151.554,Bathroom Furniture,Llorens Ltd,13.065000000000001,1737.645,676.767
SO - 0007640,Online,2020-11-20,USD,2,0.1,2385.2000000000003,1645.788,Bathroom Furniture,Llorens Ltd,238.52000000000004,4293.360000000001,1001.7840000000006
SO - 000134,Online,2018-07-05,USD,1,0.05,6083.6,3832.668,Sculptures,Llorens Ltd,304.18,5779.42,1946.752
SO - 000814,In-Store,2018-09-08,USD,7,0.2,2613.0,1463.2800000000002,Sculptures,Llorens Ltd,522.6,14632.800000000001,4389.84
SO - 0001338,Online,2018-11-02,USD,5,0.4,1098.8,912.004,Sculptures,Llorens Ltd,439.52,3296.3999999999996,-1263.6200000000008
SO - 0001643,Online,2018-12-29,USD,2,0.075,1219.4,865.774,Sculptures,Llorens Ltd,91.455,2255.8900000000003,524.3420000000003
SO - 0002626,In-Store,2019-03-30,USD,2,0.2,261.3,216.879,Sculptures,Llorens Ltd,52.260000000000005,418.08000000000004,-15.67799999999994
SO - 0001224,In-Store,2018-10-20,USD,4,0.15,2492.4,1370.8200000000002,Audio,Llorens Ltd,373.86,8474.16,2990.879999999999
SO - 0001943,In-Store,2019-01-27,USD,2,0.3,978.2,626.048,Audio,Llorens Ltd,293.46,1369.48,117.38400000000001
SO - 0002177,Online,2019-02-15,USD,6,0.2,931.3,707.788,Audio,Llorens Ltd,186.26,4470.24,223.51199999999972
SO - 0002853,Online,2019-05-05,USD,4,0.4,2653.2000000000003,1830.708,Audio,Llorens Ltd,1061.2800000000002,6367.68,-955.152
SO - 0004652,In-Store,2019-12-12,USD,1,0.075,1118.9,760.8520000000001,Audio,Llorens Ltd,83.9175,1034.9825,274.1305
SO - 0006187,In-Store,2020-06-06,USD,7,0.05,3939.6,2206.1760000000004,Audio,Llorens Ltd,196.98000000000002,26198.34,10755.107999999997
SO - 0005879,In-Store,2020-04-28,USD,6,0.075,227.8,109.344,Bakeware,Llorens Ltd,17.085,1264.29,608.226
SO - 0002016,Distributor,2019-02-03,USD,6,0.2,1045.2,752.544,Wardrobes,Llorens Ltd,209.04000000000002,5016.960000000001,501.6960000000008
SO - 0006151,In-Store,2020-05-24,USD,8,0.15,3798.9,2583.2520000000004,Wardrobes,Llorens Ltd,569.835,25832.52,5166.503999999997
SO - 0006382,Online,2020-07-10,USD,7,0.075,2398.6,1223.286,Wardrobes,Llorens Ltd,179.89499999999998,15530.935,6967.932999999999
SO - 0006828,In-Store,2020-08-30,USD,1,0.075,3819.0,2253.21,Wardrobes,Llorens Ltd,286.425,3532.575,1279.3649999999998
SO - 0007075,Wholesale,2020-09-23,USD,8,0.075,1139.0,740.35,Wardrobes,Llorens Ltd,85.425,8428.6,2505.8
SO - 0003946,In-Store,2019-09-13,USD,5,0.1,1809.0,1175.85,Rugs,Llorens Ltd,180.9,8140.5,2261.25
SO - 0004569,Online,2019-12-10,USD,6,0.15,2767.1,1632.589,Rugs,Llorens Ltd,415.065,14112.21,4316.6759999999995
SO - 0005780,Distributor,2020-04-10,USD,4,0.2,1078.7,787.451,Rugs,Llorens Ltd,215.74,3451.84,302.03600000000006
SO - 0001042,Online,2018-09-29,USD,3,0.075,3986.5,1674.33,Floor Lamps,Llorens Ltd,298.9875,11062.537499999999,6039.547499999999
SO - 0001831,Wholesale,2019-01-22,USD,2,0.05,2827.4,1272.3300000000002,Floor Lamps,Llorens Ltd,141.37,5372.06,2827.4
SO - 0002689,Wholesale,2019-04-14,USD,8,0.4,1031.8,650.034,Floor Lamps,Llorens Ltd,412.72,4952.639999999999,-247.63200000000052
SO - 0005496,In-Store,2020-03-19,USD,7,0.15,1963.1,1393.801,Floor Lamps,Llorens Ltd,294.465,11680.445,1923.8379999999997
SO - 0001668,Distributor,2018-12-18,USD,6,0.1,5621.3,3541.4190000000003,Vases,Llorens Ltd,562.13,30355.02,9106.505999999998
SO - 0003553,In-Store,2019-07-19,USD,4,0.15,3859.2,3241.728,Vases,Llorens Ltd,578.88,13121.279999999999,154.36799999999857
SO - 0007586,Online,2020-11-15,USD,3,0.05,2525.9,1742.871,Vases,Llorens Ltd,126.29500000000002,7198.8150000000005,1970.2020000000002
SO - 0007732,Wholesale,2020-12-05,USD,4,0.15,194.3,97.15,Vases,Llorens Ltd,29.145,660.62,272.02
SO - 000759,Online,2018-09-09,USD,7,0.075,984.9,541.695,Computers,Llorens Ltd,73.86749999999999,6377.2275,2585.3624999999997
SO - 000820,Online,2018-09-25,USD,7,0.05,227.8,93.398,Computers,Llorens Ltd,11.39,1514.8700000000001,861.0840000000002
SO - 0005806,In-Store,2020-04-21,USD,8,0.05,2278.0,1321.24,Computers,Llorens Ltd,113.9,17312.8,6742.879999999999
SO - 0004337,In-Store,2019-11-02,USD,5,0.05,1065.3,767.016,TV and video,Llorens Ltd,53.265,5060.175,1225.0950000000003
SO - 0005010,Distributor,2020-01-26,USD,8,0.075,6157.3,3509.661,TV and video,Llorens Ltd,461.7975,45564.020000000004,17486.732000000004
SO - 0006213,Online,2020-06-17,USD,8,0.2,5266.2,4160.298,TV and video,Llorens Ltd,1053.24,33703.68,421.2960000000021
SO - 0007131,Online,2020-10-05,USD,1,0.15,1139.0,592.28,TV and video,Llorens Ltd,170.85,968.15,375.87
SO - 000468,Online,2018-08-03,USD,2,0.15,991.6,594.96,Table Lamps,Llorens Ltd,148.74,1685.72,495.79999999999995
SO - 000504,Distributor,2018-08-16,USD,5,0.075,1996.6,1457.518,Table Lamps,Llorens Ltd,149.74499999999998,9234.275,1946.6849999999995
SO - 0001192,In-Store,2018-10-16,USD,8,0.05,1065.3,500.691,Table Lamps,Llorens Ltd,53.265,8096.28,4090.752
SO - 0003088,Online,2019-06-07,USD,5,0.075,6445.400000000001,2835.976,Table Lamps,Llorens Ltd,483.40500000000003,29809.975000000006,15630.095000000005
SO - 0006847,Online,2020-08-27,USD,3,0.15,2988.2000000000003,2390.5600000000004,Table Lamps,Llorens Ltd,448.23,7619.910000000001,448.22999999999956
SO - 0005109,In-Store,2020-01-19,USD,5,0.075,3946.3,1578.5200000000002,Bar Tools,Llorens Ltd,295.9725,18251.6375,10359.037499999999
SO - 0005491,Online,2020-03-12,USD,4,0.1,1045.2,616.668,Bar Tools,Llorens Ltd,104.52000000000001,3762.7200000000003,1296.0480000000002
SO - 0006361,Online,2020-06-27,USD,6,0.15,1005.0,482.4,Wall Frames,Llorens Ltd,150.75,5125.5,2231.1000000000004
SO - 0007019,Wholesale,2020-09-21,USD,8,0.05,964.8,578.88,Wall Frames,Llorens Ltd,48.24,7332.48,2701.4399999999996
SO - 0007085,In-Store,2020-09-24,USD,6,0.05,5085.3,2186.679,Wall Frames,Llorens Ltd,254.26500000000001,28986.21,15866.135999999999
SO - 0007584,In-Store,2020-11-11,USD,5,0.2,1788.9,966.006,Wall Frames,Llorens Ltd,357.78000000000003,7155.6,2325.5700000000006
SO - 0001818,In-Store,2019-01-14,USD,8,0.15,6224.3,4170.281,Outdoor Decor,Llorens Ltd,933.645,42325.240000000005,8962.992000000006
SO - 0004250,Distributor,2019-10-29,USD,1,0.075,3939.6,1812.216,Outdoor Decor,Llorens Ltd,295.46999999999997,3644.13,1831.9140000000002
SO - 0004987,In-Store,2020-01-08,USD,5,0.15,5226.0,3240.12,Outdoor Decor,Llorens Ltd,783.9,22210.5,6009.9000000000015
SO - 0007574,In-Store,2020-11-24,USD,5,0.2,5152.3,2576.15,Table Linens,Llorens Ltd,1030.46,20609.2,7728.450000000001
SO - 0001251,Online,2018-11-07,USD,6,0.2,944.7,387.327,Outdoor Furniture,Llorens Ltd,188.94000000000003,4534.5599999999995,2210.5979999999995
SO - 0001513,Online,2018-12-01,USD,1,0.075,1165.8,594.558,Outdoor Furniture,Llorens Ltd,87.43499999999999,1078.365,483.807
SO - 0006492,Wholesale,2020-07-25,USD,5,0.05,201.0,150.75,Outdoor Furniture,Llorens Ltd,10.05,954.75,201.0
SO - 0001719,In-Store,2019-01-08,USD,8,0.05,3865.9,2860.766,Clocks,Llorens Ltd,193.29500000000002,29380.84,6494.7119999999995
SO - 0003035,Wholesale,2019-05-15,USD,5,0.075,4006.6,1843.036,Clocks,Llorens Ltd,300.495,18530.525,9315.345000000001
SO - 0003412,Distributor,2019-07-06,USD,5,0.05,1065.3,628.5269999999999,Clocks,Llorens Ltd,53.265,5060.175,1917.5400000000004
SO - 0006883,In-Store,2020-09-08,USD,4,0.05,1246.2,834.9540000000001,Clocks,Llorens Ltd,62.31,4735.56,1395.7440000000001
SO - 0008090,Online,2021-01-25,USD,8,0.1,1072.0,804.0,Clocks,Llorens Ltd,107.2,7718.4,1286.3999999999996
SO - 000168,Distributor,2018-06-25,USD,8,0.05,241.2,132.66000000000005,Platters,Llorens Ltd,12.06,1833.12,771.8399999999995
SO - 000449,In-Store,2018-08-15,USD,1,0.05,1072.0,568.1600000000001,Platters,Llorens Ltd,53.6,1018.4,450.2399999999999
SO - 000664,In-Store,2018-08-20,USD,5,0.075,1118.9,727.2850000000001,Platters,Llorens Ltd,83.9175,5174.9125,1538.4875000000002
SO - 0005760,In-Store,2020-05-01,USD,2,0.2,2398.6,1750.9779999999998,Platters,Llorens Ltd,479.72,3837.7599999999998,335.8040000000001
SO - 0007359,In-Store,2020-10-27,USD,2,0.075,2793.9,2039.547,Platters,Llorens Ltd,209.5425,5168.715,1089.621
SO - 0002904,Online,2019-05-15,USD,5,0.1,1105.5,541.6949999999999,Mirrors,Llorens Ltd,110.55000000000001,4974.75,2266.2750000000005
SO - 0002727,Online,2019-04-22,USD,5,0.075,1005.0,854.25,Dinnerware,Llorens Ltd,75.375,4648.125,376.875
SO - 000794,In-Store,2018-09-17,USD,5,0.1,1675.0,954.75,Furniture Cushions,Llorens Ltd,167.5,7537.5,2763.75
SO - 0005374,Wholesale,2020-03-04,USD,5,0.05,1112.2,578.344,Furniture Cushions,Llorens Ltd,55.61000000000001,5282.950000000001,2391.2300000000005
SO - 0006326,Online,2020-06-18,USD,7,0.2,2800.6,1316.282,Photo Frames,Llorens Ltd,560.12,15683.36,6469.386
SO - 0007953,In-Store,2021-01-07,USD,5,0.1,2345.0,1782.2,Photo Frames,Llorens Ltd,234.5,10552.5,1641.5
SO - 0001268,Online,2018-11-13,USD,1,0.1,234.5,178.22,Bedroom Furniture,Llorens Ltd,23.450000000000003,211.05,32.83000000000001
SO - 000179,Online,2018-06-17,USD,4,0.075,261.3,143.71500000000003,Ornaments,Llorens Ltd,19.5975,966.8100000000001,391.94999999999993
SO - 000651,In-Store,2018-09-08,USD,4,0.15,1788.9,1216.4520000000002,Ornaments,Llorens Ltd,268.335,6082.26,1216.4519999999993
SO - 0003682,Online,2019-08-06,USD,7,0.05,951.4,627.924,Ornaments,Llorens Ltd,47.57,6326.8099999999995,1931.3419999999996
SO - 0004456,In-Store,2019-12-01,USD,4,0.15,2572.8,1312.1280000000002,Ornaments,Llorens Ltd,385.92,8747.52,3499.008
SO - 000755,Distributor,2018-08-24,USD,3,0.075,5587.8,3967.338,Cocktail Glasses,Llorens Ltd,419.085,15506.145,3604.1309999999994
SO - 0002122,In-Store,2019-02-13,USD,2,0.1,884.4,689.832,Cocktail Glasses,Llorens Ltd,88.44,1591.92,212.25600000000009
SO - 0003593,Online,2019-08-01,USD,8,0.4,3926.2,2866.126,Cocktail Glasses,Llorens Ltd,1570.48,18845.76,-4083.2480000000032
SO - 0004696,Distributor,2019-12-18,USD,1,0.15,971.5,582.9,Cocktail Glasses,Llorens Ltd,145.725,825.775,242.875
SO - 0001230,In-Store,2018-11-06,USD,8,0.3,1072.0,460.96,Wine Storage,Llorens Ltd,321.59999999999997,6003.200000000001,2315.520000000001
SO - 0002267,Distributor,2019-03-13,USD,1,0.05,1038.5,508.865,Wine Storage,Llorens Ltd,51.925000000000004,986.575,477.71000000000004
SO - 0003904,In-Store,2019-09-04,USD,8,0.05,227.8,161.738,Wine Storage,Llorens Ltd,11.39,1731.2800000000002,437.3760000000002
SO - 0006581,Wholesale,2020-07-22,USD,5,0.15,917.9,670.067,Wine Storage,Llorens Ltd,137.685,3901.075,550.7399999999998
SO - 0007170,Online,2020-10-03,USD,5,0.075,2894.4,1910.304,Wine Storage,Llorens Ltd,217.08,13386.6,3835.08
SO - 0007997,In-Store,2021-01-10,USD,7,0.1,3993.2,2875.1040000000003,Wine Storage,Llorens Ltd,399.32,25157.159999999996,5031.431999999993
SO - 000711,In-Store,2018-08-22,USD,6,0.1,2519.2000000000003,1309.9840000000002,Serveware,Llorens Ltd,251.92000000000004,13603.68,5743.776
SO - 000818,Distributor,2018-08-29,USD,5,0.075,3872.6,2052.478,Serveware,Llorens Ltd,290.445,17910.774999999998,7648.384999999998
SO - 0001337,Distributor,2018-11-16,USD,7,0.075,268.0,125.96,Serveware,Llorens Ltd,20.099999999999998,1735.3,853.58
SO - 0001910,In-Store,2019-01-11,USD,1,0.1,3256.2000000000003,2637.5220000000004,Serveware,Llorens Ltd,325.62000000000006,2930.5800000000004,293.058
SO - 0003530,Wholesale,2019-07-27,USD,6,0.05,214.4,175.808,Serveware,Llorens Ltd,10.72,1222.08,167.23199999999997
SO - 0005868,Online,2020-04-30,USD,8,0.05,2994.9,2126.379,Serveware,Llorens Ltd,149.745,22761.24,5750.208000000002
SO - 0007987,In-Store,2021-01-16,USD,1,0.075,2425.4,1479.494,Serveware,Llorens Ltd,181.905,2243.495,764.001
SO - 000482,Wholesale,2018-08-07,USD,8,0.05,864.3000000000001,726.0120000000001,Home Fragrances,Llorens Ltd,43.215,6568.68,760.5839999999998
SO - 0004595,Online,2019-12-06,USD,8,0.075,1936.3,793.8829999999999,Home Fragrances,Llorens Ltd,145.2225,14328.619999999999,7977.556
SO - 0008083,In-Store,2021-01-26,USD,3,0.1,5051.8,4243.512,Floral,Llorens Ltd,505.18000000000006,13639.86,909.3240000000005
SO - 0002540,In-Store,2019-03-26,USD,3,0.1,3852.5,2272.975,Blankets,Llorens Ltd,385.25,10401.75,3582.8250000000007
SO - 0003719,Online,2019-08-23,USD,7,0.05,1855.9,1447.602,Blankets,Llorens Ltd,92.79500000000002,12341.735,2208.5210000000006
SO - 0007099,Distributor,2020-10-09,USD,1,0.075,3899.4,1598.754,Blankets,Llorens Ltd,292.455,3606.945,2008.1910000000003
SO - 0003249,Online,2019-06-25,USD,2,0.075,2365.1,993.342,Phones,Llorens Ltd,177.3825,4375.4349999999995,2388.7509999999993
SO - 0007016,In-Store,2020-09-06,USD,3,0.1,1098.8,813.112,Phones,Llorens Ltd,109.88,2966.7599999999998,527.424
SO - 0007060,Online,2020-09-30,USD,8,0.075,777.2,481.864,Phones,Llorens Ltd,58.29,5751.280000000001,1896.3680000000008
SO - 0007550,Online,2020-11-19,USD,7,0.075,964.8,578.88,Phones,Llorens Ltd,72.36,6247.08,2194.92
SO - 0001147,Online,2018-10-09,USD,2,0.1,978.2,753.214,Pendants,Llorens Ltd,97.82000000000001,1760.76,254.33199999999988
SO - 0002968,Distributor,2019-05-26,USD,6,0.075,3912.8,3091.112,Pendants,Llorens Ltd,293.46,21716.04,3169.368000000002
SO - 000246,Distributor,2018-07-17,USD,6,0.15,1072.0,643.1999999999999,Basketball,Llorens Ltd,160.79999999999998,5467.200000000001,1608.000000000001
SO - 000986,In-Store,2018-10-06,USD,6,0.1,1085.4,868.3200000000002,Basketball,Llorens Ltd,108.54000000000002,5861.160000000001,651.2399999999998
SO - 0001068,In-Store,2018-10-15,USD,8,0.05,924.6,656.466,Basketball,Llorens Ltd,46.230000000000004,7026.96,1775.232
SO - 0002987,Online,2019-05-28,USD,3,0.05,710.2,333.794,Basketball,Llorens Ltd,35.510000000000005,2024.0700000000002,1022.6880000000002
SO - 0006816,Distributor,2020-08-31,USD,7,0.05,261.3,125.424,Basketball,Llorens Ltd,13.065000000000001,1737.645,859.6769999999999
SO - 0006906,In-Store,2020-08-25,USD,1,0.3,5152.3,2524.627,Basketball,Llorens Ltd,1545.69,3606.61,1081.9830000000002
SO - 0001822,In-Store,2019-01-23,USD,6,0.075,1031.8,866.7119999999999,Wall Coverings,Llorens Ltd,77.38499999999999,5726.49,526.2180000000008
SO - 0003758,Distributor,2019-08-25,USD,6,0.3,1118.9,626.5840000000001,Wall Coverings,Llorens Ltd,335.67,4699.38,939.8759999999997
SO - 0004166,In-Store,2019-10-16,USD,4,0.05,1045.2,700.2840000000001,Wall Coverings,Llorens Ltd,52.260000000000005,3971.76,1170.6239999999998
SO - 0004551,Online,2019-12-01,USD,1,0.15,1775.5,1154.075,Wall Coverings,Llorens Ltd,266.325,1509.175,355.0999999999999
SO - 0005083,In-Store,2020-02-09,USD,3,0.05,2412.0,1736.64,Wall Coverings,Llorens Ltd,120.60000000000001,6874.200000000001,1664.2800000000007
SO - 0005743,Online,2020-04-18,USD,5,0.05,1232.8,493.12,Wall Coverings,Llorens Ltd,61.64,5855.799999999999,3390.1999999999994
SO - 0003504,Online,2019-07-10,USD,1,0.05,2720.2000000000003,1441.706,Candleholders,Llorens Ltd,136.01000000000002,2584.19,1142.4840000000002
SO - 0005031,Wholesale,2020-01-27,USD,6,0.075,964.8,530.6400000000001,Candleholders,Llorens Ltd,72.36,5354.639999999999,2170.799999999999
SO - 0006575,Distributor,2020-08-09,USD,1,0.4,2680.0,2251.2,Candleholders,Llorens Ltd,1072.0,1608.0,-643.1999999999998
SO - 0007224,In-Store,2020-10-05,USD,2,0.1,2472.3,1013.643,Candleholders,Llorens Ltd,247.23000000000002,4450.14,2422.8540000000003
SO - 0007827,Online,2020-12-10,USD,8,0.075,167.5,107.2,Candleholders,Llorens Ltd,12.5625,1239.5,381.9
SO - 0001909,In-Store,2019-01-23,USD,7,0.1,6539.2,4708.223999999999,Festive,Llorens Ltd,653.9200000000001,41196.96,8239.392000000007
SO - 0002180,In-Store,2019-02-23,USD,8,0.15,1018.4,824.904,Festive,Llorens Ltd,152.76,6925.12,325.8879999999999
SO - 0003712,In-Store,2019-08-16,USD,2,0.075,3966.4,2221.184,Festive,Llorens Ltd,297.48,7337.84,2895.4719999999998
SO - 0003928,Online,2019-09-20,USD,4,0.05,1072.0,793.28,Festive,Llorens Ltd,53.6,4073.6,900.48
SO - 0005093,Online,2020-01-22,USD,3,0.05,227.8,102.51,Festive,Llorens Ltd,11.39,649.23,341.7
SO - 0006301,Distributor,2020-06-25,USD,5,0.05,1949.7,896.8620000000001,Baseball,Llorens Ltd,97.48500000000001,9261.075,4776.765
SO - 0007319,Online,2020-11-07,USD,2,0.15,6070.2,3702.822,Baseball,Llorens Ltd,910.53,10319.34,2913.696
SO - 000987,Online,2018-10-15,USD,7,0.2,964.8,627.1200000000001,Collectibles,Llorens Ltd,192.96,5402.879999999999,1013.0399999999981
SO - 0002378,In-Store,2019-03-20,USD,7,0.1,3932.9,2202.4240000000004,Collectibles,Llorens Ltd,393.29,24777.27,9360.301999999998
SO - 0002545,In-Store,2019-04-15,USD,6,0.075,690.1,441.664,Collectibles,Llorens Ltd,51.7575,3830.055,1180.071
SO - 0005628,Wholesale,2020-03-26,USD,7,0.1,3892.7,2257.766,Collectibles,Llorens Ltd,389.27,24524.01,8719.647999999997
SO - 0006519,Distributor,2020-07-10,USD,5,0.05,1031.8,546.854,Collectibles,Llorens Ltd,51.59,4901.049999999999,2166.779999999999
SO - 0007588,In-Store,2020-11-20,USD,8,0.15,991.6,743.7,Collectibles,Llorens Ltd,148.74,6742.88,793.2799999999997
SO - 0007788,Distributor,2020-12-03,USD,5,0.05,1922.9,999.908,Collectibles,Llorens Ltd,96.14500000000001,9133.775000000001,4134.2350000000015
